Firm*,First Name*,Last Name*,Email Address*,Preferred Language*,Default Module,User ID*,SecureZone ID,OSS User ID,CR2 User ID,SSO User ID,Role*,Firm Level Access*,RR Code Assignment,Module Overrides,Features
NICOL,NICOLA,Manage All but not trade,sasdsdnchit@nbc.ca,EN,firm_client_accounts,nicola.manageallbutnottrade.uat,NBINIA,ProxyH,accesscontrol11.qa,,ManageAllButNotTrade_v1.16,TRUE,"KLNC-KLNC, QBAA-QB99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
NICOL,NICOLA,Manage Firm and User,sanchi4gt@nbc.ca,EN,firm_client_accounts,nicola.managefirmanduser.uat,NBINIA,ProxyH,accesscontrol57.qa,,ManageFirmAndUser_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","paper_upload_menu,feature_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
NICOL,NICOLA,Manage Post Trade,sanaaachit@nbc.ca,EN,firm_client_accounts,nicola.manageposttrade.uat,NBINIA,ProxyH,accesscontrol9.qa,,ManagePostTrade_V1.17,FALSE,"QBA1-QBA1, QBAA-QB99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
NICOL,NICOLA2,Configure Platform2,nicola2.configureplatform2@nbc.ca,EN,firm_client_accounts,nicola.configureplatform.uat,NBINIA,ProxyH,accesscontrol47.qa,,ConfigurePlatformV1.17,FALSE,QBAA-QB99,,
NICOL,operations,uatis,operations@nbc.ca,EN,firm_client_accounts,operations.uatis,SOMAGDI1,ProxyH,operations.uatis,,AdminAll_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,opstraderuat,test,opstraderuat@nbc.ca,EN,firm_client_accounts,opstraderuat.test,SOMAGDI1,ProxyH,opstrader.testuat,,Legacy-ManageServiceRequests,TRUE,"KLNC-KLNC, QBAA-QB99",,
NICOL,Pentest2,UATv1.8,pentest2.uatv1.8@nbc.ca,EN,firm_client_accounts,pentest2.uatv1.8,pentest.uatv1.8,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
NICOL,Pentest3,UATv1.8,pentest3.uatv1.8@nbc.ca,EN,firm_client_accounts,pentest3.uatv1.8,pentest3.uatv1.8,ProxyH,,,ViewOnlyConfidentialProfile_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","paper_upload_menu,statements_menu,tax_documents_menu,trade_confirmations_menu",
NICOL,performance1,performance1,performance1@nbc.ca,EN,firm_client_accounts,performance1,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user1,adminorders,perf.user1@nbc.ca,EN,firm_client_accounts,perf.user1,nbcsuper,ProxyH,accesscontrol32.uat,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.1,perf.user.1,perf.user.1@nbc.ca,EN,firm_client_accounts,perf.user.1,nbcsuper,ProxyH,accesscontrol74.uat,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.10,perf.user.10,perf.user.10@nbc.ca,EN,firm_client_accounts,perf.user.10,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.100.dev,perf.user.100.dev,perf.user.100.dev@nbc.ca,EN,firm_client_accounts,perf.user.100.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.101.dev,perf.user.101.dev,perf.user.101.dev@nbc.ca,EN,firm_client_accounts,perf.user.101.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.102.dev,perf.user.102.dev,perf.user.102.dev@nbc.ca,EN,firm_client_accounts,perf.user.102.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.103.dev,perf.user.103.dev,perf.user.103.dev@nbc.ca,EN,firm_client_accounts,perf.user.103.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.104.dev,perf.user.104.dev,perf.user.104.dev@nbc.ca,EN,firm_client_accounts,perf.user.104.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.105.dev,perf.user.105.dev,perf.user.105.dev@nbc.ca,EN,firm_client_accounts,perf.user.105.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.106.dev,perf.user.106.dev,perf.user.106.dev@nbc.ca,EN,firm_client_accounts,perf.user.106.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.107.dev,perf.user.107.dev,perf.user.107.dev@nbc.ca,EN,firm_client_accounts,perf.user.107.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.108.dev,perf.user.108.dev,perf.user.108.dev@nbc.ca,EN,firm_client_accounts,perf.user.108.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.109.dev,perf.user.109.dev,perf.user.109.dev@nbc.ca,EN,firm_client_accounts,perf.user.109.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.11,perf.user.11,perf.user.11@nbc.ca,EN,firm_client_accounts,perf.user.11,nbcsuper,ProxyH,accesscontrol84.uat,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.110.dev,perf.user.110.dev,perf.user.110.dev@nbc.ca,EN,firm_client_accounts,perf.user.110.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.111.dev,perf.user.111.dev,perf.user.111.dev@nbc.ca,EN,firm_client_accounts,perf.user.111.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.112.dev,perf.user.112.dev,perf.user.112.dev@nbc.ca,EN,firm_client_accounts,perf.user.112.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.113.dev,perf.user.113.dev,perf.user.113.dev@nbc.ca,EN,firm_client_accounts,perf.user.113.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.114.dev,perf.user.114.dev,perf.user.114.dev@nbc.ca,EN,firm_client_accounts,perf.user.114.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.115.dev,perf.user.115.dev,perf.user.115.dev@nbc.ca,EN,firm_client_accounts,perf.user.115.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.116.dev,perf.user.116.dev,perf.user.116.dev@nbc.ca,EN,firm_client_accounts,perf.user.116.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.117.dev,perf.user.117.dev,perf.user.117.dev@nbc.ca,EN,firm_client_accounts,perf.user.117.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.118.dev,perf.user.118.dev,perf.user.118.dev@nbc.ca,EN,firm_client_accounts,perf.user.118.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.119.dev,perf.user.119.dev,perf.user.119.dev@nbc.ca,EN,firm_client_accounts,perf.user.119.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.12,perf.user.12,perf.user.12@nbc.ca,EN,firm_client_accounts,perf.user.12,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.120.dev,perf.user.120.dev,perf.user.120.dev@nbc.ca,EN,firm_client_accounts,perf.user.120.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.121.dev,perf.user.121.dev,perf.user.121.dev@nbc.ca,EN,firm_client_accounts,perf.user.121.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.122.dev,perf.user.122.dev,perf.user.122.dev@nbc.ca,EN,firm_client_accounts,perf.user.122.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.123.dev,perf.user.123.dev,perf.user.123.dev@nbc.ca,EN,firm_client_accounts,perf.user.123.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.124.dev,perf.user.124.dev,perf.user.124.dev@nbc.ca,EN,firm_client_accounts,perf.user.124.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.125.dev,perf.user.125.dev,perf.user.125.dev@nbc.ca,EN,firm_client_accounts,perf.user.125.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.126.dev,perf.user.126.dev,perf.user.126.dev@nbc.ca,EN,firm_client_accounts,perf.user.126.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.127.dev,perf.user.127.dev,perf.user.127.dev@nbc.ca,EN,firm_client_accounts,perf.user.127.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.128.dev,perf.user.128.dev,perf.user.128.dev@nbc.ca,EN,firm_client_accounts,perf.user.128.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.129.dev,perf.user.129.dev,perf.user.129.dev@nbc.ca,EN,firm_client_accounts,perf.user.129.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.13,perf.user.13,perf.user.13@nbc.ca,EN,firm_client_accounts,perf.user.13,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.130.dev,perf.user.130.dev,perf.user.130.dev@nbc.ca,EN,firm_client_accounts,perf.user.130.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.131.dev,perf.user.131.dev,perf.user.131.dev@nbc.ca,EN,firm_client_accounts,perf.user.131.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.132.dev,perf.user.132.dev,perf.user.132.dev@nbc.ca,EN,firm_client_accounts,perf.user.132.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.133.dev,perf.user.133.dev,perf.user.133.dev@nbc.ca,EN,firm_client_accounts,perf.user.133.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.134.dev,perf.user.134.dev,perf.user.134.dev@nbc.ca,EN,firm_client_accounts,perf.user.134.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.135.dev,perf.user.135.dev,perf.user.135.dev@nbc.ca,EN,firm_client_accounts,perf.user.135.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.136.dev,perf.user.136.dev,perf.user.136.dev@nbc.ca,EN,firm_client_accounts,perf.user.136.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.137.dev,perf.user.137.dev,perf.user.137.dev@nbc.ca,EN,firm_client_accounts,perf.user.137.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.138.dev,perf.user.138.dev,perf.user.138.dev@nbc.ca,EN,firm_client_accounts,perf.user.138.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.139.dev,perf.user.139.dev,perf.user.139.dev@nbc.ca,EN,firm_client_accounts,perf.user.139.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.14,perf.user.14,perf.user.14@nbc.ca,EN,firm_client_accounts,perf.user.14,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.140.dev,perf.user.140.dev,perf.user.140.dev@nbc.ca,EN,firm_client_accounts,perf.user.140.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.141.dev,perf.user.141.dev,perf.user.141.dev@nbc.ca,EN,firm_client_accounts,perf.user.141.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.142.dev,perf.user.142.dev,perf.user.142.dev@nbc.ca,EN,firm_client_accounts,perf.user.142.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.143.dev,perf.user.143.dev,perf.user.143.dev@nbc.ca,EN,firm_client_accounts,perf.user.143.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.144.dev,perf.user.144.dev,perf.user.144.dev@nbc.ca,EN,firm_client_accounts,perf.user.144.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.145.dev,perf.user.145.dev,perf.user.145.dev@nbc.ca,EN,firm_client_accounts,perf.user.145.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.146.dev,perf.user.146.dev,perf.user.146.dev@nbc.ca,EN,firm_client_accounts,perf.user.146.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.147.dev,perf.user.147.dev,perf.user.147.dev@nbc.ca,EN,firm_client_accounts,perf.user.147.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.148.dev,perf.user.148.dev,perf.user.148.dev@nbc.ca,EN,firm_client_accounts,perf.user.148.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.149.dev,perf.user.149.dev,perf.user.149.dev@nbc.ca,EN,firm_client_accounts,perf.user.149.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.15,perf.user.15,perf.user.15@nbc.ca,EN,firm_client_accounts,perf.user.15,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
NICOL,perf.user.150.dev,perf.user.150.dev,perf.user.150.dev@nbc.ca,EN,firm_client_accounts,perf.user.150.dev,nbcsuper,ProxyH,,,ManageOrders_V1.17,TRUE,"KLNC-KLNC, QBAA-QB99","compass_r2,firm_client_accounts,orders_module,orders_upload,questionnaire_applications,soma_servicing,paper_upload_menu,gic_management_menu,statements_menu,tax_documents_menu,trade_confirmations_menu,mf_orders_upload",
